Threshold,Precision,Recall
0.005087037958584669,0.0425531914893617,1.0
0.005104778869228162,0.042579837194740136,1.0
0.0051437094303276336,0.042606516290726815,1.0
0.005177351049331762,0.042633228840125395,1.0
0.005189433151909408,0.04265997490589712,1.0
0.005229008926473941,0.04268675455116133,1.0
0.0052323912431253864,0.04271356783919598,1.0
0.005242957071517587,0.04274041483343809,1.0
0.0052438319224417836,0.042767295597484274,1.0
0.005280406848581415,0.042794210195091255,1.0
0.00530489024309222,0.042821158690176324,1.0
0.005311242275597322,0.0428481411468179,1.0
0.005318329586165473,0.04287515762925599,1.0
0.0053434248609442545,0.04290220820189274,1.0
0.005345050139280281,0.04292929292929293,1.0
0.005346282559778706,0.04295641187618446,1.0
0.005370798237939369,0.04298356510745891,1.0
0.0054203910845282465,0.043010752688172046,1.0
0.005425980666956755,0.043037974683544304,1.0
0.005434393965663711,0.04306523115896137,1.0
0.005444517955631074,0.043092522179974654,1.0
0.005471561451687569,0.04311984781230184,1.0
0.005481829935906486,0.04314720812182741,1.0
0.0054844316318564505,0.04317460317460318,1.0
0.0054898173413662,0.043202033036848796,1.0
0.005503793366305826,0.04322949777495232,1.0
0.0055163930708726225,0.043256997455470736,1.0
0.0055254922752289055,0.04328453214513049,1.0
0.005549387326148126,0.04331210191082802,1.0
0.0055777075563807985,0.043339706819630335,1.0
0.005581928778129924,0.04336734693877551,1.0
0.0055886657194779985,0.04339502233567326,1.0
0.0056191615463204985,0.04342273307790549,1.0
0.0056351768298592295,0.043450479233226834,1.0
0.005644353207375122,0.043478260869565216,1.0
0.005699186482308066,0.04350607805502239,1.0
0.0057217776476254315,0.04353393085787452,1.0
0.005751256096979004,0.04356181934657271,1.0
0.005756408999652098,0.04358974358974359,1.0
0.005768778387773965,0.04361770365618987,1.0
0.005775701619962452,0.043645699614890884,1.0
0.005788208349786056,0.04367373153500321,1.0
0.005830016719089486,0.043701799485861184,1.0
0.005942821560576344,0.04372990353697749,1.0
0.005974715216448309,0.043758043758043756,1.0
0.005996918826265488,0.0437862202189311,1.0
0.0060515443686333876,0.04381443298969072,1.0
0.006053626297889207,0.04384268214055448,1.0
0.006086292418158907,0.04387096774193548,1.0
0.006086439156670917,0.04389928986442866,1.0
0.006088136106368009,0.04392764857881137,1.0
0.006110242741219836,0.04395604395604396,1.0
0.006114558989428276,0.04398447606727038,1.0
0.006139844548653854,0.04401294498381877,1.0
0.006148886441254244,0.04404145077720207,1.0
0.00616942258748113,0.0440699935191186,1.0
0.0061890319441042395,0.04409857328145266,1.0
0.006196307292858568,0.04412719013627515,1.0
0.006202452428035111,0.04415584415584416,1.0
0.0062354543460405,0.044184535412605586,1.0
0.006277860568001006,0.044213263979193757,1.0
0.006301999395513636,0.04424202992843201,1.0
0.006322889824064967,0.044270833333333336,1.0
0.006340581339423195,0.04429967426710098,1.0
0.00640435224817549,0.04432855280312908,1.0
0.006431480691182139,0.04435746901500326,1.0
0.006479987007977069,0.044386422976501305,1.0
0.006491996509099494,0.04441541476159373,1.0
0.006533599463522197,0.044444444444444446,1.0
0.006539899004362674,0.04447351209941138,1.0
0.006548335096930943,0.04450261780104712,1.0
0.006565458785922377,0.04453176162409954,1.0
0.006567398365398273,0.04456094364351245,1.0
0.006580714228481828,0.04459016393442623,1.0
0.006619256343613963,0.04461942257217848,1.0
0.006661585132943233,0.04464871963230466,1.0
0.006733379623100914,0.04467805519053877,1.0
0.006784646911595816,0.044707429322813935,1.0
0.006793669832737085,0.04473684210526316,1.0
0.006805460411153728,0.04476629361421988,1.0
0.0068313143781018855,0.04479578392621871,1.0
0.006844041947926214,0.04482531311799604,1.0
0.006865591932227907,0.044854881266490766,1.0
0.006868265277616895,0.044884488448844885,1.0
0.006875255558848309,0.04491413474240423,1.0
0.006931162404552453,0.0449438202247191,1.0
0.006959517670850676,0.04497354497354497,1.0
0.006981547689274975,0.04500330906684315,1.0
0.006989279894106472,0.045033112582781455,1.0
0.007002852865385995,0.04506295559973492,1.0
0.007009861850592577,0.04509283819628647,1.0
0.0070122071766901654,0.0451227604512276,1.0
0.007012323717176798,0.0451527224435591,1.0
0.007014678397295183,0.045182724252491695,1.0
0.007060696609077323,0.04521276595744681,1.0
0.007072754255649332,0.04524284763805722,1.0
0.007101387221402932,0.045272969374167776,1.0
0.00712170872743928,0.04530313124583611,1.0
0.007143155582169619,0.04533333333333334,1.0
0.00715494797022251,0.04536357571714476,1.0
0.007209469477702701,0.04539385847797063,1.0
0.007211417843591618,0.04542418169672679,1.0
0.00721546052633229,0.045454545454545456,1.0
0.0072390761312877,0.04548494983277592,1.0
0.007290160062306824,0.04551539491298527,1.0
0.007310660564496501,0.04554588077695914,1.0
0.007378300863502511,0.045576407506702415,1.0
0.007428703872902962,0.04560697518443997,1.0
0.007441747759728315,0.04563758389261745,1.0
0.0074575266869317735,0.04566823371390195,1.0
0.007471560769323174,0.0456989247311828,1.0
0.007488382753177906,0.04572965702757229,1.0
0.007516681807452112,0.04576043068640646,1.0
0.00752932795212924,0.04579124579124579,1.0
0.007535558458917587,0.04582210242587601,1.0
0.007558102278190533,0.045853000674308836,1.0
0.007606561792080687,0.04588394062078273,1.0
0.007645799385664034,0.04591492234976367,1.0
0.007664705221379278,0.04594594594594595,1.0
0.007678241215694859,0.04597701149425287,1.0
0.007725920034899202,0.046008119079837616,1.0
0.007759835384985511,0.046039268788083954,1.0
0.007867263625468243,0.04607046070460705,1.0
0.007877621582548292,0.04610169491525424,1.0
0.007879916945894516,0.04613297150610583,1.0
0.007913335211920152,0.0461642905634759,1.0
0.007913864579182863,0.04619565217391304,1.0
0.007932969693956123,0.046227056424201225,1.0
0.007943844816844133,0.04625850340136054,1.0
0.007997601196441304,0.04628999319264806,1.0
0.008072372897781267,0.04632152588555858,1.0
0.00814502195380628,0.046353101567825496,1.0
0.008254110955266692,0.04638472032742155,1.0
0.00826357391203353,0.04641638225255973,1.0
0.008310373317272529,0.04644808743169399,1.0
0.008342497197933545,0.04647983595352016,1.0
0.00843792654202776,0.046511627906976744,1.0
0.00846042998206008,0.04654346338124572,1.0
0.008513056330261712,0.04657534246575343,1.0
0.008534224811175894,0.04660726525017135,1.0
0.008545437777190508,0.04663923182441701,1.0
0.008589583260464908,0.04667124227865477,1.0
0.008601819894886743,0.046703296703296704,1.0
0.008605168686906079,0.04673539518900344,1.0
0.008624069159687008,0.04676753782668501,1.0
0.008624900690952448,0.04679972470750172,1.0
0.00863609029501295,0.046831955922865015,1.0
